userid,age,gender,city,count_sessions,time_first,time_last,time_last_purchase,time_full,time_full_s,value,value_c1,value_c2,value_c3,value_c4,value_c5,value_c6,age_bins,age_bins_name
10235,32,Ж,Санкт-Петербург,545,2021-12-31 06:50:56,2025-01-03 18:16:28,2024-12-28 18:06:52,0 days 09:06:37,32797,288968.0,423990.4211271239,828645.8024538197,701734.9645479672,967698.3682146784,1149628.1571431458,673514.5836795757,3,25-35
10236,31,Ж,Челябинск,581,2021-12-27 00:44:21,2025-01-02 14:17:46,2024-12-19 14:07:10,0 days 11:17:40,40660,298752.24,1015146.099116092,1261999.0781433638,886007.429186794,695454.6387402599,1282306.7205132525,1200367.7624121436,3,25-35
10237,43,М,Новосибирск,556,2021-12-28 01:43:54,2024-12-30 14:29:37,2024-12-15 14:19:06,0 days 10:26:37,37597,265992.45999999996,805767.192683756,949150.1180148548,818294.9350406352,547959.0969440392,1255054.9323134653,717866.511084611,4,36-48
10238,14,Ж,Самара,558,2021-12-28 10:22:54,2024-12-31 22:05:03,2024-12-09 21:40:21,0 days 09:20:26,33626,249135.96,939063.001050209,914691.8700591114,876238.4520126294,486724.94153668615,868230.0598419826,1013377.896667331,1,<16
10239,9,Ж,Красноярск,558,2021-12-28 20:37:35,2025-01-03 09:07:21,2025-01-01 09:07:06,0 days 10:16:45,37005,288186.27,968450.8273017397,1004647.6458868029,989095.1284115757,758353.4574375344,1172288.4958746922,693918.4166455257,1,<16
10240,52,Ж,Москва,556,2021-12-30 07:29:26,2025-01-03 20:15:26,2025-01-03 20:15:26,0 days 10:28:50,37730,250914.98,848052.8211811669,978739.909104395,778487.4742200903,750005.347678793,971299.1423924452,783968.7678364086,5,48-60
10241,51,Ж,Екатеринбург,558,2021-12-29 22:33:49,2025-01-02 10:01:08,2024-12-23 09:55:20,0 days 09:03:33,32613,190838.1,895466.329347103,816737.5577162129,656413.8470290522,500162.46333679144,965579.2135998742,875146.2658446571,5,48-60
10242,9,Ж,Москва,553,2021-12-27 03:41:21,2025-01-03 16:31:03,2024-12-29 16:26:42,0 days 10:34:31,38071,352310.92,811887.0808571352,798527.9421637252,937949.0413688747,766212.9329053127,799452.0530506982,690204.9349391457,1,<16
10243,45,Ж,Москва,581,2021-12-29 20:48:28,2025-01-02 10:08:56,2024-12-29 10:07:27,0 days 10:56:25,39385,180658.0,576084.6606668108,1066023.3558896743,1091980.1163369974,917472.5399096822,1046475.0183368851,953336.628447587,4,36-48
10244,20,М,Новосибирск,535,2021-12-29 03:04:40,2025-01-03 15:01:45,2024-11-24 14:41:15,0 days 09:41:42,34902,206775.41,885298.5811407857,917533.7344393828,675528.6120040176,739806.1540413062,721501.26595788,754008.0281012203,2,16-24
10245,44,Ж,Ростов-на-Дону,579,2021-12-29 01:59:17,2025-01-03 15:32:46,2024-12-22 15:25:45,0 days 11:15:57,40557,316841.8,812724.7057701744,934754.6555163723,1368655.1093397257,956416.6944062312,1071258.1135232616,748272.4219247864,4,36-48
10246,59,М,Омск,563,2021-12-28 11:41:19,2024-12-29 00:25:20,2024-11-30 23:59:38,0 days 10:18:27,37107,315351.41000000003,1089272.1716838456,1062045.6696658547,1124584.3917233264,1066541.9945847928,1096966.0303498334,583553.3874424628,5,48-60
10247,71,Ж,Москва,557,2021-12-30 22:13:32,2025-01-02 10:06:05,2024-12-23 09:59:40,0 days 09:38:42,34722,258497.0,794776.2365429328,934873.6736426353,850581.1841794817,821168.4710572959,990030.6025669135,833059.7421129238,6,>60
10248,22,Ж,Уфа,555,2021-12-28 15:39:36,2025-01-01 04:19:00,2024-12-14 04:03:49,0 days 10:15:18,36918,276120.0,1005258.577015807,875610.3333351956,907527.9003107556,767657.439552366,786919.2378766264,868019.9514007712,2,16-24
10249,35,М,Ростов-на-Дону,554,2021-12-30 19:43:01,2025-01-02 07:49:44,2024-12-23 07:44:29,0 days 09:54:58,35698,324424.0,878876.2341788133,817245.4588015439,815336.6645262194,868230.6368903368,1143332.2057205632,751810.8030380346,3,25-35
10250,46,М,Новосибирск,567,2021-12-30 16:38:02,2025-01-01 05:22:29,2024-11-22 04:38:29,0 days 10:17:19,37039,305285.0,818445.7955066873,854676.865800195,955541.1639805562,945104.6266224175,1082564.2792428464,800012.6642167863,4,36-48
10251,70,Ж,Санкт-Петербург,547,2021-12-27 23:41:18,2025-01-02 12:08:21,2024-12-17 11:56:24,0 days 10:15:24,36924,242320.0,731493.6507167611,1029654.4577895122,789487.1837657574,728400.2317290492,984835.0284551473,956805.0387208641,6,>60
10252,41,М,Челябинск,579,2021-12-28 10:45:03,2025-01-02 22:54:20,2024-12-23 22:52:21,0 days 09:46:39,35199,175811.93,708084.7496565618,763153.6689697147,1002295.7385993156,1283305.2112354143,952969.998392271,850447.6491832259,4,36-48
10253,22,Ж,Москва,547,2021-12-29 02:33:28,2024-12-31 14:35:24,2024-12-21 14:25:52,0 days 09:48:10,35290,231232.0,929246.3067621585,984027.609339882,1028109.5584825602,722416.825634491,999729.0992406923,828477.2742606471,2,16-24
10254,59,М,Воронеж,568,2021-12-28 02:55:03,2025-01-03 15:38:37,2024-12-23 15:31:53,0 days 10:18:57,37137,300303.97,955384.8667795521,680809.241057262,975924.6593106544,827012.8310748333,837348.1523187156,901386.1654117275,5,48-60
10255,46,Ж,Новосибирск,553,2021-12-30 08:19:19,2024-12-31 21:09:35,2024-12-31 21:09:29,0 days 10:25:17,37517,379833.0,1028732.1195209764,1040574.9668752205,1043237.0198823075,873205.2432711022,1168879.4472099356,851842.9395767467,4,36-48
10256,26,Ж,Москва,565,2021-12-28 18:02:09,2025-01-03 06:14:54,2024-12-10 05:58:12,0 days 09:47:49,35269,258215.12,927058.731470262,872656.3182338218,870084.8254539719,734289.9719319314,1047129.0036620902,728909.8020165004,3,25-35
10257,21,М,Новосибирск,556,2021-12-31 15:24:39,2025-01-03 04:11:24,2024-12-22 03:59:55,0 days 10:21:17,37277,227227.0,906171.7371407584,867917.5644177877,913465.9893292916,835158.3822235775,613651.200697283,827791.6821502532,2,16-24
10258,45,М,Санкт-Петербург,553,2021-12-29 14:43:09,2025-01-01 03:43:20,2024-12-27 03:35:00,0 days 10:36:33,38193,408676.9,994809.4047963339,791600.2168406637,1142917.562676849,941156.8177520894,903854.0207790702,949175.7063828604,4,36-48
10259,35,Ж,Волгоград,572,2021-12-28 05:55:07,2024-12-31 18:01:57,2024-09-11 16:41:56,0 days 09:50:28,35428,234060.83000000002,759578.9772762253,911098.5587415472,1005115.4431647446,648808.3270771399,869516.2462347213,972756.8635894597,3,25-35
10260,63,Ж,Москва,541,2021-12-28 11:24:35,2025-01-01 00:18:19,2025-01-01 00:18:19,0 days 10:36:49,38209,155250.26,755363.5312168872,925613.1186633874,1263376.3574341487,998049.2322186877,710270.7353179281,790942.7139078951,6,>60
10261,72,Ж,Москва,579,2021-12-29 18:29:27,2025-01-02 07:50:27,2024-11-14 07:08:57,0 days 10:54:44,39284,236626.3,1094088.923957644,973455.6331702061,812600.2940046644,960703.4633726225,849895.1404884667,873325.7612200546,6,>60
10262,35,М,Самара,557,2021-12-28 04:03:31,2025-01-03 16:26:51,2024-12-28 16:22:42,0 days 10:02:57,36177,280783.62,794411.8952585309,791242.3930435758,1197551.477133182,825390.3038955838,854455.0896283435,683838.0339753797,3,25-35
10263,46,М,Челябинск,559,2021-12-29 18:46:23,2025-01-03 07:42:10,2024-12-02 07:20:32,0 days 10:38:55,38335,258713.0,758212.244862724,778372.2998393974,920448.4450960271,867057.4071460008,1161568.3145053477,933152.2698871423,4,36-48
10264,61,Ж,Москва,557,2021-12-29 13:17:22,2025-01-01 01:58:19,2024-12-29 01:52:46,0 days 10:20:29,37229,257780.86,930551.9867266099,743358.6979893517,1234065.0748549036,964234.170608121,1477108.2021571812,833084.7877973977,6,>60
10265,28,Ж,Самара,554,2021-12-29 03:25:54,2025-01-02 16:04:00,2025-01-02 15:57:56,0 days 10:20:41,37241,228382.41,832924.7628628236,854400.4264412959,903215.0316106887,886487.0524482849,838701.9544561057,823430.3002508219,3,25-35
10266,47,Ж,Екатеринбург,565,2022-01-01 09:48:16,2025-01-02 22:02:53,2024-09-22 21:08:09,0 days 09:59:13,35953,191767.0,815652.9453578193,744021.5903039465,925477.5804183364,709267.8116704399,775710.3350018264,961129.3512952724,4,36-48
10267,44,Ж,Новосибирск,550,2021-12-27 22:06:23,2025-01-03 11:36:03,2024-12-21 11:29:36,0 days 11:06:09,39969,335421.0,951434.8362053894,935559.4469185303,918098.902147524,821112.3498049563,1196977.1442175447,646689.8086375081,4,36-48
10268,61,М,Екатеринбург,582,2021-12-29 02:08:39,2025-01-03 15:23:51,2024-12-06 15:08:55,0 days 10:52:47,39167,186253.0,664797.3215502553,1158767.159381935,1018652.1368787251,1110650.7450172808,1573783.7582688052,643145.3602833966,6,>60
10269,29,М,Нижний Новгород,536,2021-12-30 17:58:20,2025-01-02 05:38:04,2024-11-25 05:17:31,0 days 09:28:07,34087,271433.03,582483.0712034113,1182764.8321115368,759957.7982468808,771802.6648847472,846944.0802337936,846992.5954700365,3,25-35
10270,44,Ж,Новосибирск,575,2021-12-29 05:20:08,2025-01-02 18:38:00,2024-12-22 18:29:14,0 days 10:54:37,39277,248638.83000000002,786005.8242685606,838881.8441047829,787355.1138234028,969243.0569448161,900845.0232115223,634576.338521933,4,36-48
10271,22,М,Москва,561,2021-12-31 13:13:27,2025-01-02 01:22:58,2024-12-16 01:10:53,0 days 09:49:10,35350,336893.0,1067051.0300872303,967796.9673981635,956433.1209920469,1149099.504312243,1168813.1297481162,788260.058622986,2,16-24
10272,27,М,Санкт-Петербург,559,2021-12-30 06:04:03,2025-01-02 18:35:35,2025-01-02 18:35:35,0 days 10:12:09,36729,243699.0,964606.2313173782,876502.7938085411,1155667.674930924,821410.542173955,1057696.2821241783,713396.6523294018,3,25-35
10273,18,Ж,Нижний Новгород,553,2021-12-30 08:46:53,2024-12-30 21:35:55,2024-12-06 21:20:05,0 days 10:29:40,37780,163561.0,1041472.5281015342,903798.9350690548,893598.7516115385,1200074.7695677385,751194.579068639,890065.4218157894,2,16-24
10274,31,Ж,Москва,554,2021-12-28 01:22:38,2025-01-03 13:14:30,2024-08-02 11:42:49,0 days 09:32:01,34321,276040.93,760848.7595523525,1070386.7149913728,767457.0487560165,532418.9741046821,1119925.8899871805,899818.7056422713,3,25-35
10275,25,Ж,Москва,567,2021-12-27 11:24:06,2025-01-03 00:32:21,2025-01-03 00:32:21,0 days 10:54:46,39286,225721.0,823105.6404495497,753927.4277815435,771181.3044112285,1185552.890267136,797656.8933921824,809688.880659738,3,25-35
10276,45,Ж,Екатеринбург,547,2021-12-28 10:37:34,2024-12-31 22:59:46,2024-12-21 22:50:14,0 days 10:07:16,36436,292681.27,982908.5583528179,1098464.8262074578,911500.7079438869,929343.193234411,1027394.3270385566,751428.0959753073,4,36-48
10277,69,Ж,Санкт-Петербург,582,2021-12-31 13:52:54,2025-01-02 02:23:32,2025-01-01 02:19:02,0 days 10:00:26,36026,193388.0,714576.8400416934,1026737.541700346,1038567.5758227956,820276.2513759456,804246.5059046323,660299.9321668787,6,>60
10278,40,Ж,Нижний Новгород,555,2021-12-27 18:41:31,2025-01-02 06:36:05,2024-11-23 05:50:34,0 days 09:39:10,34750,223788.0,823710.1771876027,893513.1677187879,692230.4027443569,805054.1960843755,998821.5135953695,1191797.527721825,4,36-48
10279,30,М,Волгоград,554,2021-12-30 15:00:05,2025-01-03 04:19:12,2024-12-19 04:14:18,0 days 11:06:17,39977,266743.55,1120967.9957076386,1103441.73602996,1002788.1274459092,923108.3620511657,1211096.9796815568,795971.576083896,3,25-35
10280,31,Ж,Екатеринбург,556,2021-12-28 06:40:10,2025-01-03 19:13:43,2024-12-24 19:10:40,0 days 10:15:03,36903,303780.4,842546.0942000188,1026086.7950324144,909514.4051130709,721032.8208440336,1127220.1736852876,1258671.887035477,3,25-35
10281,19,М,Омск,562,2021-12-29 05:13:38,2025-01-01 17:50:12,2024-10-20 17:12:31,0 days 10:23:13,37393,311447.18,868042.5953867732,808190.7943130068,918204.8822589628,828667.360817102,1041596.518984891,889083.9589079969,2,16-24
10282,41,М,Екатеринбург,556,2021-12-29 14:34:49,2025-01-01 03:17:20,2024-12-26 03:13:31,0 days 10:25:15,37515,312156.0,690815.5151061361,700465.4757385666,1044491.1286000774,894418.238412587,881317.4894100144,816413.0138530802,4,36-48
10283,47,М,Москва,555,2021-12-28 21:12:18,2025-01-01 09:07:42,2024-12-28 09:05:21,0 days 09:39:51,34791,172406.62,1004110.5765769791,741915.1242730878,851517.7396107439,891198.2788624603,964140.7962841708,786216.4995240268,4,36-48
10284,7,М,Москва,572,2021-12-30 03:13:31,2025-01-02 16:21:00,2024-12-21 16:11:40,0 days 10:39:43,38383,263225.0,957752.3801491517,1077906.9322660274,1104778.9756716243,897091.242885493,1072866.3714828256,1016585.2203796573,1,<16
10285,52,М,Москва,544,2021-12-30 05:53:42,2024-12-31 18:08:51,2024-12-23 17:58:32,0 days 10:01:17,36077,443285.0,940641.5607997898,714307.4343855176,743310.8634350376,845318.1583644615,924189.9597165606,821907.7030612999,5,48-60
10286,42,Ж,Москва,573,2021-12-29 05:54:01,2025-01-02 17:57:32,2024-12-30 17:55:52,0 days 09:38:16,34696,206625.0,934794.763910158,660035.0027654821,1006181.2760908246,999016.2129957483,1066780.3846887657,758395.3371060833,4,36-48
10287,43,М,Уфа,561,2021-12-28 02:30:06,2025-01-03 15:14:10,2024-12-06 14:53:15,0 days 10:13:09,36789,226508.0,742290.59910379,946504.8169970814,942316.8951056068,928620.0517772528,931922.9779805862,769119.5189702578,4,36-48
10288,17,М,Москва,558,2021-12-29 07:59:43,2025-01-01 19:38:41,2024-10-25 18:52:05,0 days 09:18:00,33480,236231.0,671996.333453641,996070.7510702716,921761.1819279173,774739.5193675885,965146.6723802362,700683.3071051314,2,16-24
10289,7,Ж,Волгоград,554,2021-12-29 11:07:57,2025-01-01 22:41:04,2024-10-11 21:42:35,0 days 09:13:30,33210,177419.0,573216.8032580497,954800.979928093,842479.1540194815,820352.3743727313,881747.1303571356,1312650.4914573166,1,<16
10290,31,М,Ростов-на-Дону,555,2021-12-29 12:07:49,2025-01-03 01:11:11,2024-09-25 00:14:30,0 days 10:37:18,38238,299241.0,666506.8230172679,1019330.1441155153,878532.2452781857,996471.4681430612,1061846.6017500502,711692.1195220037,3,25-35
10291,75,Ж,Москва,569,2021-12-27 00:48:43,2025-01-03 14:01:31,2024-12-29 13:50:38,0 days 10:47:41,38861,300551.0,838136.0463928828,1135634.4290425985,822509.7243020631,732346.3750776092,979593.3174807525,909125.9212656816,6,>60
10292,42,М,Москва,546,2021-12-28 23:55:30,2025-01-02 12:09:17,2024-12-24 12:03:03,0 days 10:01:10,36070,301349.0,835993.3691805918,954680.9492079716,975709.1175759763,992485.5882424992,751786.2914614367,766045.2500619178,4,36-48
10293,25,М,Москва,579,2021-12-27 10:34:06,2025-01-02 00:12:15,2024-12-28 00:08:28,0 days 11:11:46,40306,347697.12,874029.1029620736,1441866.2105983542,1352720.337955643,1065809.532234754,1000498.217140039,858121.529314936,3,25-35
10294,23,М,Москва,542,2021-12-28 07:35:13,2025-01-03 20:02:12,2024-12-04 19:44:29,0 days 10:14:58,36898,302289.06,757591.3935373991,765598.361653197,1051620.6252197514,603942.7002776187,1054574.7588262174,1146428.2806586742,2,16-24
10295,36,М,Москва,573,2021-12-29 10:33:42,2024-12-31 23:34:00,2024-12-05 23:11:40,0 days 10:35:23,38123,264173.82,939278.0863182255,746158.6438547636,893168.3735931093,1082170.6885872264,943829.7767027953,1034475.4040700435,4,36-48
10296,47,М,Казань,557,2021-12-28 13:03:10,2025-01-01 01:52:58,2024-12-15 01:47:09,0 days 10:31:54,37914,235455.47999999998,552280.0427079367,1244331.3562162279,1182829.2854812925,1233196.677538309,810497.421213066,1076799.358282716,4,36-48
10297,15,Ж,Москва,563,2021-12-28 11:29:10,2025-01-02 00:25:21,2024-12-15 00:12:31,0 days 10:33:38,38018,302500.35,1028581.5499266605,862417.3755654737,1021345.6138529056,909842.4378493436,750543.4089276686,678517.131011564,1,<16
10298,32,Ж,Нижний Новгород,556,2021-12-29 01:25:49,2025-01-03 13:44:33,2024-11-18 13:18:22,0 days 09:46:22,35182,250172.0,1062459.864892849,876818.4299659585,1015561.6439582312,787641.1229417268,1345956.611628762,579965.0628793938,3,25-35
10299,45,Ж,Санкт-Петербург,552,2021-12-28 17:13:05,2025-01-02 05:07:44,2024-12-19 04:59:20,0 days 09:38:29,34709,281811.0,430604.0772290789,1032234.1384423195,895595.299720832,650144.0703342254,876210.36330964,998144.1747365829,4,36-48
10300,23,М,Уфа,569,2021-12-28 09:16:27,2024-12-31 21:55:37,2024-12-01 21:30:28,0 days 10:11:22,36682,265911.47,1117750.238005767,936341.9290728552,874335.0948256792,794597.3017584864,924994.3466966699,840270.0723112401,2,16-24
10301,61,Ж,Волгоград,547,2021-12-30 13:59:21,2025-01-02 01:53:27,2024-12-25 01:43:38,0 days 09:34:19,34459,209193.0,570538.8080211213,689591.405684608,837052.8959981004,977617.4693541771,844534.9221924436,968115.5826979147,6,>60
10302,45,М,Челябинск,581,2021-12-28 01:56:55,2025-01-02 14:21:06,2024-12-29 14:15:02,0 days 10:04:50,36290,239748.51,947888.0913577542,1032143.1328996685,849950.282438552,587829.3749416105,929588.2392338479,901310.1162747386,4,36-48
10303,19,М,Новосибирск,556,2021-12-30 06:03:49,2025-01-02 18:57:01,2024-12-08 18:43:54,0 days 10:33:50,38030,257575.0,533968.7806107535,1135592.1974583336,991088.2076733931,822755.3491214071,988312.4339683771,835927.4012381892,2,16-24
10304,62,М,Москва,560,2021-12-26 22:12:42,2025-01-02 10:45:13,2024-11-28 10:24:51,0 days 10:07:30,36450,249912.64,694321.8249929923,976008.5407249606,843439.7535458623,985406.9692906924,816232.6532233895,650203.7924861622,6,>60
10305,65,Ж,Москва,557,2021-12-28 10:45:13,2024-12-31 23:18:53,2024-08-26 22:08:31,0 days 10:12:42,36762,271294.6,975341.2605741918,1319396.4757229383,872283.431805943,669710.8846805362,1023697.5863703951,765817.530680104,6,>60
10306,9,М,Нижний Новгород,558,2021-12-27 17:27:55,2025-01-03 06:25:47,2024-11-23 05:53:17,0 days 10:40:51,38451,290058.8,810462.1804237162,683264.1692300785,1025352.1598130597,852034.0386687162,848984.2042112644,955126.3549637629,1,<16
10307,65,М,Казань,561,2021-12-29 03:39:45,2025-01-03 16:21:22,2024-12-15 16:02:58,0 days 10:18:56,37136,201422.41,518609.8490746528,695636.5045725727,1030118.9256091991,1092644.7328062698,1075306.8459401897,963909.2249255392,6,>60
10308,30,Ж,Омск,551,2021-12-27 12:48:23,2025-01-02 01:41:13,2024-11-12 01:10:03,0 days 10:25:04,37504,240301.93,781415.1788021707,874151.2728854357,857045.8976694,856772.5927479359,1221165.7690304837,1239517.5621581709,3,25-35
10309,71,Ж,Екатеринбург,582,2021-12-30 08:43:41,2025-01-02 21:25:55,2024-12-22 21:17:21,0 days 10:16:48,37008,216705.47999999998,959469.7565751924,721113.238753447,907900.0748887628,926465.2481551964,1040891.4144393458,599054.6803444418,6,>60
10310,25,М,Москва,534,2021-12-29 04:00:29,2025-01-03 15:47:34,2024-12-19 15:36:48,0 days 09:32:49,34369,246033.0,822957.4963858776,920073.1493032036,818140.6978906028,867690.8724975036,1056906.6787026292,829666.0722669906,3,25-35
10311,75,М,Волгоград,575,2021-12-28 08:40:35,2025-01-01 21:51:43,2024-09-04 20:37:56,0 days 10:46:30,38790,289415.0,1333777.1110817192,802089.2149326742,1059214.7375210584,1064514.702078602,819559.4418913337,1017955.4859414088,6,>60
10312,8,Ж,Омск,563,2022-01-01 09:03:06,2025-01-02 20:41:08,2024-12-03 20:19:23,0 days 09:13:01,33181,201115.78,549762.7671892302,853703.5118616766,771046.2717448914,762780.8739802635,873370.2061753487,667948.8808286934,1,<16
10313,25,Ж,Санкт-Петербург,558,2021-12-29 11:20:00,2025-01-01 23:25:36,2024-12-30 23:24:57,0 days 09:39:37,34777,189919.0,776801.9267274395,700636.462618897,829608.8227164692,515821.23724814574,755221.2820229077,763368.0881385627,3,25-35
10314,11,Ж,Москва,557,2021-12-28 06:53:07,2025-01-03 18:43:47,2024-12-18 18:29:08,0 days 09:27:57,34077,280818.07,679718.1612192394,916452.2905132342,1009260.8777890499,707395.3840207849,1060278.356900269,784758.2030879388,1,<16
10315,17,М,Новосибирск,550,2021-12-29 20:50:24,2025-01-02 10:08:36,2024-12-30 10:08:06,0 days 11:03:25,39805,307623.14,1035722.5805220441,979239.8516329743,829227.391758579,706413.0204837531,736964.0975604614,1028257.8412372421,2,16-24
10316,49,М,Красноярск,569,2021-12-31 00:07:32,2025-01-01 12:25:31,2024-12-12 12:12:26,0 days 09:49:53,35393,193596.33,831714.8337702493,853806.9596293977,946055.700867461,1018822.658943302,681859.3973669901,534491.4210506345,5,48-60
10317,26,Ж,Воронеж,549,2021-12-30 01:01:24,2025-01-02 13:51:26,2024-12-22 13:43:52,0 days 10:28:09,37689,318199.15,822323.01456751,1006190.0384020567,782752.5111240181,961869.4363720607,1036237.8786702591,1237799.0434694064,3,25-35
10318,14,М,Санкт-Петербург,577,2021-12-28 18:31:07,2024-12-30 07:31:49,2024-12-14 07:14:11,0 days 10:38:11,38291,284067.65,735161.77315247,956283.905427045,1120574.6313915516,1001555.3377446419,1358668.8992223607,1018310.0405795914,1,<16
10319,31,М,Красноярск,554,2021-12-27 13:07:39,2025-01-03 00:47:43,2024-11-14 00:01:22,0 days 09:11:48,33108,138897.0,669615.2096891177,872091.3900704491,793121.9127876617,852973.3886005296,745778.5183478603,563430.0916011541,3,25-35
10320,36,Ж,Москва,562,2021-12-28 05:48:17,2025-01-02 19:05:19,2024-12-06 18:46:23,0 days 10:59:08,39548,284244.58,833091.9642214437,909682.2838625307,900536.8974577343,847621.647995449,1111630.7516285488,830931.2881598446,4,36-48
10321,66,Ж,Самара,553,2021-12-29 14:58:06,2025-01-03 03:22:21,2024-12-29 03:20:46,0 days 10:07:55,36475,223640.07,900358.7067239974,1416784.8603248675,859376.2256217424,835564.832540679,851031.5539990094,871783.5909557512,6,>60
10322,47,М,Санкт-Петербург,563,2021-12-26 23:37:52,2025-01-03 12:27:01,2024-12-14 12:14:07,0 days 10:27:50,37670,273995.3,878502.775480398,858746.468787601,1014310.0114445607,942465.2061490635,799821.3234389652,995914.3167478692,4,36-48
10323,26,Ж,Казань,557,2021-12-28 13:20:59,2025-01-03 02:01:27,2024-11-13 01:30:03,0 days 10:25:44,37544,247460.26,903851.4145870731,644821.2501502866,1039317.2057294891,650482.103563111,1102308.5968191775,886096.7984389621,3,25-35
10324,27,Ж,Москва,555,2021-12-29 16:36:10,2025-01-03 04:32:03,2024-12-25 04:27:38,0 days 09:40:14,34814,213498.55,892230.3085345028,915338.3022210499,801199.3948051924,880837.4608295283,786814.9543038969,640541.7743165534,3,25-35
10325,28,Ж,Казань,572,2021-12-28 10:09:38,2024-12-30 22:32:24,2024-12-23 22:29:05,0 days 10:00:20,36020,322425.0,910891.6904417756,819871.3572723455,972095.8907729301,690623.5346490694,1019066.4741283742,952578.1929764868,3,25-35
10326,79,М,Воронеж,544,2021-12-27 07:49:29,2025-01-03 20:16:29,2024-12-14 19:56:32,0 days 10:12:46,36766,253161.0,898190.8094538095,853504.6973030621,983198.8767717264,1296959.1617373608,1155540.1279801978,603992.9973929916,6,>60
10327,17,Ж,Нижний Новгород,574,2021-12-28 15:10:38,2025-01-03 04:45:51,2024-11-07 04:16:30,0 days 11:09:49,40189,299034.0,1246654.6574854793,972088.6379069283,968030.4650025857,774292.592804974,853693.1109263716,873917.0493370778,2,16-24
10328,75,Ж,Волгоград,559,2021-12-29 10:22:31,2025-01-02 22:33:41,2024-12-29 22:26:50,0 days 09:55:35,35735,254410.35,535668.1123527702,841343.001582127,664442.0400648959,1072309.7268198745,1114623.5684780004,905992.9654286139,6,>60
10329,58,Ж,Москва,557,2021-12-27 14:04:34,2025-01-02 02:21:22,2024-12-19 02:17:40,0 days 09:59:52,35992,235821.32,1068129.9635767448,1074709.4068266838,806355.4091361281,867477.9792490087,730718.8299775735,928441.4644720618,5,48-60
10330,19,М,Москва,557,2021-12-27 02:21:19,2024-12-31 15:43:06,2024-12-15 15:33:15,0 days 11:02:47,39767,338651.87,1175724.2644683686,1080837.5640445552,980290.6417674167,875442.6245455917,1361286.4219756583,856766.0768925418,2,16-24
10331,30,Ж,Омск,553,2021-12-30 15:21:00,2025-01-01 03:23:39,2024-12-13 03:19:10,0 days 09:50:12,35412,178902.0,670134.0508828379,894355.838419794,1219886.8556501516,750573.6010643955,1021828.4057782273,461821.7085406965,3,25-35
10332,24,Ж,Санкт-Петербург,566,2021-12-30 17:53:56,2025-01-02 07:01:59,2024-12-21 06:53:29,0 days 10:47:36,38856,269573.08,1206146.0886141746,906738.981931505,1225080.727066012,865102.7081665099,1049639.6722640097,837927.5472822397,2,16-24
10333,20,Ж,Воронеж,551,2022-01-01 18:57:08,2025-01-02 07:28:39,2024-09-16 06:11:24,0 days 10:17:20,37040,263782.0,844362.9530050819,953977.7848074343,844129.6632743342,1063000.020642905,1284019.7488502963,848942.3537536508,2,16-24
10334,48,М,Новосибирск,581,2021-12-29 15:09:31,2025-01-02 03:55:18,2024-12-07 03:41:06,0 days 10:16:25,36985,280895.14,691567.4279138353,707609.5925350592,1080006.142456027,799172.8670658912,1204613.9024556624,818888.2282455709,4,36-48
10335,39,Ж,Казань,538,2021-12-30 07:32:29,2025-01-03 19:00:43,2024-09-15 17:48:48,0 days 09:19:12,33552,170244.0,651275.7740199337,1006303.9731309843,785249.3737680442,512669.6258368816,943116.1277475896,899336.3755376798,4,36-48
10336,53,Ж,Москва,577,2021-12-27 08:00:52,2025-01-03 20:49:13,2025-01-03 20:49:13,0 days 10:20:24,37224,281323.42,956123.5721350724,991750.5047810337,1302613.519660086,821318.1217639863,1128230.2116838384,655763.2709816098,5,48-60
10337,24,Ж,Волгоград,558,2021-12-30 21:35:28,2025-01-03 09:24:32,2024-12-25 09:21:21,0 days 09:22:29,33749,127324.11,736970.9137727792,932361.5790957882,670368.7577517594,720832.781690475,835763.4761475588,738862.805920962,2,16-24
10338,43,Ж,Воронеж,562,2021-12-29 10:18:57,2025-01-02 22:49:51,2024-12-31 22:48:27,0 days 10:07:45,36465,194753.24,667377.5836606176,882419.8260129096,908591.3478016932,791360.7663114995,813809.4636097134,666463.4459663848,4,36-48
10339,45,М,Ростов-на-Дону,553,2021-12-28 05:16:36,2024-12-31 17:52:56,2024-12-19 17:41:17,0 days 10:20:05,37205,375779.35,945051.6413159749,913780.3640867694,1002298.7728929718,1045539.9816028601,1114184.4169910802,795625.5768855946,4,36-48
10340,10,Ж,Санкт-Петербург,556,2021-12-26 21:50:38,2025-01-03 10:52:33,2024-12-17 10:41:05,0 days 10:52:08,39128,222892.0,818130.8142119081,1046408.135092584,762657.7622971856,638501.2765077964,1172528.3733103545,917780.11203366,1,<16
10341,28,Ж,Уфа,568,2021-12-28 22:13:08,2025-01-02 10:22:40,2024-12-11 10:01:50,0 days 09:50:05,35405,199148.0,766722.8506596927,1109984.6658290282,679358.4375834066,684677.303456586,976970.1375545547,685633.3538327378,3,25-35
10342,39,Ж,Казань,542,2021-12-27 21:41:13,2025-01-03 10:57:01,2024-11-26 10:37:22,0 days 11:08:22,40102,393111.18,1166684.1056916267,1157496.0609987783,1397472.9854716947,759088.9813312505,1014919.4079993379,816156.835693658,4,36-48
